"2025-06-19";"12:21:12";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-19 09:07:40.152";"2025-06-19";"09:07:40";"F";"120";"110";"196";"90";"0.439";"16.6";"71";"0.688";"0.251";"77";"244";"0.684"
"2025-06-19 09:08:10.140";"2025-06-19";"09:08:10";"F";"121";"105";"179";"125";"0.413";"21.7";"69";"0.673";"0.341";"77";"244";"0.684"
"2025-06-19 09:08:40.130";"2025-06-19";"09:08:40";"F";"122";"105";"165";"190";"0.364";"29.0";"67";"0.612";"0.413";"77";"244";"0.684"
"2025-06-19 09:09:10.115";"2025-06-19";"09:09:10";"F";"123";"106";"157";"285";"0.325";"38.9";"66";"0.560";"0.455";"77";"244";"0.684"
"2025-06-19 09:09:40.127";"2025-06-19";"09:09:40";"F";"124";"108";"147";"420";"0.265";"46.7";"64";"0.470";"0.503";"77";"244";"0.684"
"2025-06-19 09:10:10.107";"2025-06-19";"09:10:10";"F";"125";"109";"137";"625";"0.204";"53.6";"62";"0.373";"0.551";"77";"244";"0.684"
"2025-06-19 09:10:40.095";"2025-06-19";"09:10:40";"F";"126";"108";"131";"820";"0.176";"60.6";"61";"0.329";"0.581";"77";"244";"0.684"
"2025-06-19 09:11:10.084";"2025-06-19";"09:11:10";"F";"127";"106";"120";"1150";"0.117";"56.5";"58";"0.226";"0.629";"77";"244";"0.684"
"2025-06-19 09:11:13.257";"2025-06-19";"09:11:13";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:12:21.848";"2025-06-19";"09:12:21";"SLCS";"";"Light Curve start ";"467"
"2025-06-19 09:12:21.848";"2025-06-19";"09:12:21";"REG1";"";"#1: alpha: 0.328, ETRm: 59.138, Ik: 180.369   ( beta: 0.059, ETRmPot: 97.769 )   (Platt et al. 1980) ";""
"2025-06-19 09:12:21.848";"2025-06-19";"09:12:21";"REG2";"";"#1: alpha: 0.289, ETRm: 55.294, Ik: 191.458   (Jassby and Platt 1976) ";""
"2025-06-19 09:12:23.248";"2025-06-19";"09:12:23";"FO";"128";"71";"255";"0";"0.722";"0.0";"-";"-";"-";"71";"255";"0.722"
"2025-06-19 09:12:53.228";"2025-06-19";"09:12:53";"F";"129";"73";"194";"90";"0.624";"23.6";"65";"0.938";"0.299";"71";"255";"0.722"
"2025-06-19 09:13:23.225";"2025-06-19";"09:13:23";"F";"130";"75";"178";"125";"0.579";"30.4";"63";"0.896";"0.375";"71";"255";"0.722"
"2025-06-19 09:13:53.212";"2025-06-19";"09:13:53";"F";"131";"71";"150";"190";"0.527";"42.1";"59";"0.868";"0.505";"71";"255";"0.722"
"2025-06-19 09:14:23.197";"2025-06-19";"09:14:23";"F";"132";"70";"123";"285";"0.431";"51.6";"55";"0.779";"0.630";"71";"255";"0.722"
"2025-06-19 09:14:53.190";"2025-06-19";"09:14:53";"F";"133";"71";"104";"420";"0.317";"55.9";"51";"0.623";"0.712";"71";"255";"0.722"
"2025-06-19 09:15:23.180";"2025-06-19";"09:15:23";"F";"134";"72";"93";"625";"0.226";"59.3";"48";"0.467";"0.755";"71";"255";"0.722"
"2025-06-19 09:15:53.161";"2025-06-19";"09:15:53";"F";"135";"72";"86";"820";"0.163";"56.1";"46";"0.350";"0.783";"71";"255";"0.722"
"2025-06-19 09:16:23.156";"2025-06-19";"09:16:23";"F";"136";"73";"81";"1150";"0.099";"47.8";"44";"0.216";"0.799";"71";"255";"0.722"
"2025-06-19 09:16:26.893";"2025-06-19";"09:16:26";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:16:51.916";"2025-06-19";"09:16:51";"SLCS";"";"Light Curve start ";"468"
"2025-06-19 09:16:51.916";"2025-06-19";"09:16:51";"REG1";"";"#1: alpha: 0.182, ETRm: 44.829, Ik: 246.162   ( beta: 0.006, ETRmPot: 51.673 )   (Platt et al. 1980) ";""
"2025-06-19 09:16:51.916";"2025-06-19";"09:16:51";"REG2";"";"#1: alpha: 0.146, ETRm: 44.303, Ik: 303.377   (Jassby and Platt 1976) ";""
"2025-06-19 09:16:53.298";"2025-06-19";"09:16:53";"FO";"137";"104";"335";"0";"0.690";"0.0";"-";"-";"-";"104";"335";"0.690"
"2025-06-19 09:17:23.295";"2025-06-19";"09:17:23";"F";"138";"145";"240";"90";"0.396";"15.0";"93";"0.646";"0.364";"104";"335";"0.690"
"2025-06-19 09:17:53.283";"2025-06-19";"09:17:53";"F";"139";"137";"218";"125";"0.372";"19.5";"89";"0.628";"0.442";"104";"335";"0.690"
"2025-06-19 09:18:23.269";"2025-06-19";"09:18:23";"F";"140";"140";"201";"190";"0.303";"24.2";"86";"0.530";"0.502";"104";"335";"0.690"
"2025-06-19 09:18:53.259";"2025-06-19";"09:18:53";"F";"141";"141";"193";"285";"0.269";"32.2";"85";"0.481";"0.532";"104";"335";"0.690"
"2025-06-19 09:19:23.248";"2025-06-19";"09:19:23";"F";"142";"145";"182";"420";"0.203";"35.8";"82";"0.370";"0.567";"104";"335";"0.690"
"2025-06-19 09:19:53.249";"2025-06-19";"09:19:53";"F";"143";"147";"174";"625";"0.155";"40.7";"81";"0.290";"0.597";"104";"335";"0.690"
"2025-06-19 09:20:23.236";"2025-06-19";"09:20:23";"F";"144";"144";"168";"820";"0.143";"49.2";"79";"0.270";"0.615";"104";"335";"0.690"
"2025-06-19 09:20:53.228";"2025-06-19";"09:20:53";"F";"145";"143";"157";"1150";"0.089";"43.0";"77";"0.175";"0.654";"104";"335";"0.690"
"2025-06-19 09:20:56.904";"2025-06-19";"09:20:56";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:21:14.690";"2025-06-19";"09:21:14";"SLCS";"";"Light Curve start ";"477"
"2025-06-19 09:21:14.690";"2025-06-19";"09:21:14";"REG1";"";"#1: alpha: 0.358, ETRm: 39.850, Ik: 111.379   ( beta: 0.019, ETRmPot: 49.027 )   (Platt et al. 1980) ";""
"2025-06-19 09:21:14.690";"2025-06-19";"09:21:14";"REG2";"";"#1: alpha: 0.303, ETRm: 36.922, Ik: 122.016   (Jassby and Platt 1976) ";""
"2025-06-19 09:21:16.079";"2025-06-19";"09:21:16";"FO";"146";"189";"656";"0";"0.712";"0.0";"-";"-";"-";"189";"656";"0.712"
"2025-06-19 09:21:46.071";"2025-06-19";"09:21:46";"F";"147";"206";"468";"90";"0.560";"21.2";"169";"0.876";"0.360";"189";"656";"0.712"
"2025-06-19 09:22:16.051";"2025-06-19";"09:22:16";"F";"148";"211";"476";"125";"0.557";"29.2";"170";"0.866";"0.345";"189";"656";"0.712"
"2025-06-19 09:22:46.048";"2025-06-19";"09:22:46";"F";"149";"223";"401";"190";"0.444";"35.4";"160";"0.739";"0.484";"189";"656";"0.712"
"2025-06-19 09:23:16.037";"2025-06-19";"09:23:16";"F";"150";"223";"327";"285";"0.318";"38.1";"147";"0.578";"0.615";"189";"656";"0.712"
"2025-06-19 09:23:46.024";"2025-06-19";"09:23:46";"F";"151";"221";"282";"420";"0.216";"38.1";"137";"0.421";"0.690";"189";"656";"0.712"
"2025-06-19 09:24:16.006";"2025-06-19";"09:24:16";"F";"152";"222";"260";"625";"0.146";"38.3";"131";"0.295";"0.724";"189";"656";"0.712"
"2025-06-19 09:24:46.003";"2025-06-19";"09:24:46";"F";"153";"224";"252";"820";"0.111";"38.2";"129";"0.228";"0.737";"189";"656";"0.712"
"2025-06-19 09:25:15.989";"2025-06-19";"09:25:15";"F";"154";"225";"240";"1150";"0.063";"30.4";"126";"0.132";"0.756";"189";"656";"0.712"
"2025-06-19 09:25:19.615";"2025-06-19";"09:25:19";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:25:31.098";"2025-06-19";"09:25:31";"SLCS";"";"Light Curve start ";"478"
"2025-06-19 09:25:31.098";"2025-06-19";"09:25:31";"REG1";"";"#1: alpha: 0.410, ETRm: 39.159, Ik: 95.514   ( beta: 0.013, ETRmPot: 45.137 )   (Platt et al. 1980) ";""
"2025-06-19 09:25:31.098";"2025-06-19";"09:25:31";"REG2";"";"#1: alpha: 0.325, ETRm: 36.887, Ik: 113.468   (Jassby and Platt 1976) ";""
"2025-06-19 09:25:32.496";"2025-06-19";"09:25:32";"FO";"155";"153";"527";"0";"0.710";"0.0";"-";"-";"-";"153";"527";"0.710"
"2025-06-19 09:26:02.480";"2025-06-19";"09:26:02";"F";"156";"186";"460";"90";"0.596";"22.5";"147";"0.875";"0.163";"153";"527";"0.710"
"2025-06-19 09:26:32.472";"2025-06-19";"09:26:32";"F";"157";"193";"444";"125";"0.565";"29.7";"145";"0.839";"0.201";"153";"527";"0.710"
"2025-06-19 09:27:02.464";"2025-06-19";"09:27:02";"F";"158";"198";"367";"190";"0.460";"36.7";"136";"0.732";"0.382";"153";"527";"0.710"
"2025-06-19 09:27:32.448";"2025-06-19";"09:27:32";"F";"159";"205";"309";"285";"0.337";"40.3";"127";"0.571";"0.513";"153";"527";"0.710"
"2025-06-19 09:28:02.443";"2025-06-19";"09:28:02";"F";"160";"209";"266";"420";"0.214";"37.7";"119";"0.388";"0.607";"153";"527";"0.710"
"2025-06-19 09:28:32.423";"2025-06-19";"09:28:32";"F";"161";"211";"245";"625";"0.139";"36.5";"115";"0.262";"0.652";"153";"527";"0.710"
"2025-06-19 09:29:02.413";"2025-06-19";"09:29:02";"F";"162";"212";"236";"820";"0.102";"35.1";"113";"0.195";"0.671";"153";"527";"0.710"
"2025-06-19 09:29:32.427";"2025-06-19";"09:29:32";"F";"163";"215";"231";"1150";"0.069";"33.3";"112";"0.134";"0.682";"153";"527";"0.710"
"2025-06-19 09:29:35.980";"2025-06-19";"09:29:35";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:30:28.787";"2025-06-19";"09:30:28";"SLCS";"";"Light Curve start ";"479"
"2025-06-19 09:30:28.787";"2025-06-19";"09:30:28";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.017, ETRmPot: 31.240 )   (Platt et al. 1980) ";""
"2025-06-19 09:30:28.787";"2025-06-19";"09:30:28";"REG2";"";"#1: alpha: 0.134, ETRm: 51.773, Ik: 387.345   (Jassby and Platt 1976) ";""
"2025-06-19 09:30:30.188";"2025-06-19";"09:30:30";"FO";"164";"92";"215";"0";"0.572";"0.0";"-";"-";"-";"92";"215";"0.572"
"2025-06-19 09:31:00.175";"2025-06-19";"09:31:00";"F";"165";"101";"160";"90";"0.369";"13.9";"80";"0.738";"0.350";"92";"215";"0.572"
"2025-06-19 09:31:30.166";"2025-06-19";"09:31:30";"F";"166";"101";"157";"125";"0.357";"18.7";"79";"0.718";"0.366";"92";"215";"0.572"
"2025-06-19 09:32:00.155";"2025-06-19";"09:32:00";"F";"167";"104";"153";"190";"0.320";"25.5";"78";"0.653";"0.390";"92";"215";"0.572"
"2025-06-19 09:32:30.148";"2025-06-19";"09:32:30";"F";"168";"106";"147";"285";"0.279";"33.4";"77";"0.586";"0.431";"92";"215";"0.572"
"2025-06-19 09:33:00.138";"2025-06-19";"09:33:00";"F";"169";"110";"140";"420";"0.214";"37.7";"75";"0.462";"0.472";"92";"215";"0.572"
"2025-06-19 09:33:30.118";"2025-06-19";"09:33:30";"F";"170";"112";"136";"625";"0.176";"46.2";"74";"0.387";"0.496";"92";"215";"0.572"
"2025-06-19 09:34:00.112";"2025-06-19";"09:34:00";"F";"171";"113";"129";"820";"0.124";"42.7";"72";"0.281";"0.537";"92";"215";"0.572"
"2025-06-19 09:34:30.101";"2025-06-19";"09:34:30";"F";"172";"112";"128";"1150";"0.125";"60.4";"71";"0.281";"0.537";"92";"215";"0.572"
"2025-06-19 09:34:33.215";"2025-06-19";"09:34:33";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:34:51.686";"2025-06-19";"09:34:51";"SLCS";"";"Light Curve start ";"480"
"2025-06-19 09:34:51.686";"2025-06-19";"09:34:51";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 35.083 )   (Platt et al. 1980) ";""
"2025-06-19 09:34:51.686";"2025-06-19";"09:34:51";"REG2";"";"#1: alpha: 0.224, ETRm: 39.783, Ik: 177.660   (Jassby and Platt 1976) ";""
"2025-06-19 09:34:53.080";"2025-06-19";"09:34:53";"FO";"173";"82";"224";"0";"0.634";"0.0";"-";"-";"-";"82";"224";"0.634"
"2025-06-19 09:35:23.068";"2025-06-19";"09:35:23";"F";"174";"84";"169";"90";"0.503";"19.0";"73";"0.885";"0.324";"82";"224";"0.634"
"2025-06-19 09:35:53.052";"2025-06-19";"09:35:53";"F";"175";"82";"158";"125";"0.481";"25.3";"71";"0.874";"0.387";"82";"224";"0.634"
"2025-06-19 09:36:23.048";"2025-06-19";"09:36:23";"F";"176";"77";"126";"190";"0.389";"31.0";"64";"0.790";"0.563";"82";"224";"0.634"
"2025-06-19 09:36:53.037";"2025-06-19";"09:36:53";"F";"177";"74";"104";"285";"0.288";"34.5";"58";"0.652";"0.676";"82";"224";"0.634"
"2025-06-19 09:37:23.025";"2025-06-19";"09:37:23";"F";"178";"72";"93";"420";"0.226";"39.9";"54";"0.538";"0.725";"82";"224";"0.634"
"2025-06-19 09:37:53.006";"2025-06-19";"09:37:53";"F";"179";"73";"84";"625";"0.131";"34.4";"51";"0.333";"0.768";"82";"224";"0.634"
"2025-06-19 09:38:22.996";"2025-06-19";"09:38:22";"F";"180";"72";"82";"820";"0.122";"42.0";"50";"0.313";"0.775";"82";"224";"0.634"
"2025-06-19 09:38:52.991";"2025-06-19";"09:38:52";"F";"181";"71";"78";"1150";"0.090";"43.5";"49";"0.241";"0.796";"82";"224";"0.634"
"2025-06-19 09:38:56.917";"2025-06-19";"09:38:56";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:39:37.137";"2025-06-19";"09:39:37";"SLCS";"";"Light Curve start ";"473"
"2025-06-19 09:39:37.137";"2025-06-19";"09:39:37";"REG1";"";"#1: alpha: 0.346, ETRm: 31.494, Ik: 91.102   ( beta: 0.003, ETRmPot: 33.242 )   (Platt et al. 1980) ";""
"2025-06-19 09:39:37.137";"2025-06-19";"09:39:37";"REG2";"";"#1: alpha: 0.255, ETRm: 30.873, Ik: 121.001   (Jassby and Platt 1976) ";""
"2025-06-19 09:39:38.540";"2025-06-19";"09:39:38";"FO";"182";"166";"486";"0";"0.658";"0.0";"-";"-";"-";"166";"486";"0.658"
"2025-06-19 09:40:08.527";"2025-06-19";"09:40:08";"F";"183";"191";"389";"90";"0.509";"19.2";"153";"0.839";"0.262";"166";"486";"0.658"
"2025-06-19 09:40:38.515";"2025-06-19";"09:40:38";"F";"184";"199";"366";"125";"0.456";"23.9";"149";"0.770";"0.322";"166";"486";"0.658"
"2025-06-19 09:41:08.505";"2025-06-19";"09:41:08";"F";"185";"198";"307";"190";"0.355";"28.3";"138";"0.645";"0.472";"166";"486";"0.658"
"2025-06-19 09:41:38.485";"2025-06-19";"09:41:38";"F";"186";"205";"279";"285";"0.265";"31.7";"132";"0.503";"0.541";"166";"486";"0.658"
"2025-06-19 09:42:08.473";"2025-06-19";"09:42:08";"F";"187";"211";"260";"420";"0.188";"33.2";"128";"0.371";"0.587";"166";"486";"0.658"
"2025-06-19 09:42:38.468";"2025-06-19";"09:42:38";"F";"188";"215";"244";"625";"0.119";"31.2";"124";"0.242";"0.625";"166";"486";"0.658"
"2025-06-19 09:43:08.459";"2025-06-19";"09:43:08";"F";"189";"217";"234";"820";"0.073";"25.1";"121";"0.150";"0.647";"166";"486";"0.658"
"2025-06-19 09:43:38.447";"2025-06-19";"09:43:38";"F";"190";"221";"237";"1150";"0.068";"32.8";"122";"0.139";"0.641";"166";"486";"0.658"
"2025-06-19 09:43:41.588";"2025-06-19";"09:43:41";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:45:03.362";"2025-06-19";"09:45:03";"SLCS";"";"Light Curve start ";"474"
"2025-06-19 09:45:03.362";"2025-06-19";"09:45:03";"REG1";"";"#1: alpha: 0.376, ETRm: 51.817, Ik: 137.710   ( beta: 0.001, ETRmPot: 52.686 )   (Platt et al. 1980) ";""
"2025-06-19 09:45:03.362";"2025-06-19";"09:45:03";"REG2";"";"#1: alpha: 0.278, ETRm: 51.408, Ik: 184.879   (Jassby and Platt 1976) ";""
"2025-06-19 09:45:04.791";"2025-06-19";"09:45:04";"FO";"191";"89";"295";"0";"0.698";"0.0";"-";"-";"-";"89";"295";"0.698"
"2025-06-19 09:45:34.773";"2025-06-19";"09:45:34";"F";"192";"95";"240";"90";"0.604";"22.8";"83";"0.924";"0.238";"89";"295";"0.698"
"2025-06-19 09:46:04.770";"2025-06-19";"09:46:04";"F";"193";"99";"236";"125";"0.581";"30.5";"83";"0.895";"0.257";"89";"295";"0.698"
"2025-06-19 09:46:34.754";"2025-06-19";"09:46:34";"F";"194";"99";"192";"190";"0.484";"38.6";"77";"0.809";"0.442";"89";"295";"0.698"
"2025-06-19 09:47:04.747";"2025-06-19";"09:47:04";"F";"195";"96";"159";"285";"0.396";"47.4";"71";"0.716";"0.573";"89";"295";"0.698"
"2025-06-19 09:47:34.730";"2025-06-19";"09:47:34";"F";"196";"92";"134";"420";"0.313";"55.2";"65";"0.609";"0.665";"89";"295";"0.698"
"2025-06-19 09:48:04.725";"2025-06-19";"09:48:04";"F";"197";"92";"113";"625";"0.186";"48.8";"60";"0.396";"0.743";"89";"295";"0.698"
"2025-06-19 09:48:34.712";"2025-06-19";"09:48:34";"F";"198";"92";"106";"820";"0.132";"45.5";"58";"0.292";"0.767";"89";"295";"0.698"
"2025-06-19 09:49:04.694";"2025-06-19";"09:49:04";"F";"199";"92";"104";"1150";"0.115";"55.5";"57";"0.255";"0.772";"89";"295";"0.698"
"2025-06-19 09:49:07.251";"2025-06-19";"09:49:07";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:51:27.489";"2025-06-19";"09:51:27";"SLCS";"";"Light Curve start ";"475"
"2025-06-19 09:51:27.489";"2025-06-19";"09:51:27";"REG1";"";"#1: alpha: 0.260, ETRm: 54.432, Ik: 209.614   ( beta: 0.025, ETRmPot: 75.667 )   (Platt et al. 1980) ";""
"2025-06-19 09:51:27.489";"2025-06-19";"09:51:27";"REG2";"";"#1: alpha: 0.219, ETRm: 52.955, Ik: 241.439   (Jassby and Platt 1976) ";""
"2025-06-19 09:51:28.884";"2025-06-19";"09:51:28";"FO";"200";"114";"246";"0";"0.537";"0.0";"-";"-";"-";"114";"246";"0.537"
"2025-06-19 09:51:58.872";"2025-06-19";"09:51:58";"F";"201";"112";"208";"90";"0.462";"17.5";"105";"0.932";"0.220";"114";"246";"0.537"
"2025-06-19 09:52:28.861";"2025-06-19";"09:52:28";"F";"202";"114";"217";"125";"0.475";"24.9";"107";"0.936";"0.167";"114";"246";"0.537"
"2025-06-19 09:52:58.849";"2025-06-19";"09:52:58";"F";"203";"114";"207";"190";"0.449";"35.8";"105";"0.912";"0.227";"114";"246";"0.537"
"2025-06-19 09:53:28.832";"2025-06-19";"09:53:28";"F";"204";"114";"182";"285";"0.374";"44.8";"98";"0.810";"0.364";"114";"246";"0.537"
"2025-06-19 09:53:58.828";"2025-06-19";"09:53:58";"F";"205";"114";"157";"420";"0.274";"48.3";"90";"0.642";"0.492";"114";"246";"0.537"
"2025-06-19 09:54:28.813";"2025-06-19";"09:54:28";"F";"206";"113";"141";"625";"0.199";"52.2";"85";"0.500";"0.576";"114";"246";"0.537"
"2025-06-19 09:54:58.802";"2025-06-19";"09:54:58";"F";"207";"111";"133";"820";"0.165";"56.8";"82";"0.431";"0.614";"114";"246";"0.537"
"2025-06-19 09:55:28.787";"2025-06-19";"09:55:28";"F";"208";"113";"126";"1150";"0.103";"49.7";"79";"0.277";"0.644";"114";"246";"0.537"
"2025-06-19 09:55:32.540";"2025-06-19";"09:55:32";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:58:42.316";"2025-06-19";"09:58:42";"SLCS";"";"Light Curve start ";"476"
"2025-06-19 09:58:42.316";"2025-06-19";"09:58:42";"REG1";"";"#1: alpha: 0.329, ETRm: 52.585, Ik: 159.645   ( beta: 0.006, ETRmPot: 57.570 )   (Platt et al. 1980) ";""
"2025-06-19 09:58:42.316";"2025-06-19";"09:58:42";"REG2";"";"#1: alpha: 0.256, ETRm: 51.904, Ik: 202.535   (Jassby and Platt 1976) ";""
"2025-06-19 09:58:43.712";"2025-06-19";"09:58:43";"FO";"209";"64";"182";"0";"0.648";"0.0";"-";"-";"-";"64";"182";"0.648"
"2025-06-19 09:59:13.694";"2025-06-19";"09:59:13";"F";"210";"82";"166";"90";"0.506";"19.1";"62";"0.808";"0.119";"64";"182";"0.648"
"2025-06-19 09:59:43.709";"2025-06-19";"09:59:43";"F";"211";"87";"187";"125";"0.535";"28.1";"65";"0.820";"- 0.034";"64";"182";"0.648"
"2025-06-19 10:00:13.700";"2025-06-19";"10:00:13";"F";"212";"89";"169";"190";"0.473";"37.7";"62";"0.748";"0.093";"64";"182";"0.648"
"2025-06-19 10:00:43.686";"2025-06-19";"10:00:43";"F";"213";"86";"150";"285";"0.427";"51.1";"60";"0.711";"0.237";"64";"182";"0.648"
"2025-06-19 10:01:13.676";"2025-06-19";"10:01:13";"F";"214";"84";"116";"420";"0.276";"48.7";"53";"0.508";"0.466";"64";"182";"0.648"
"2025-06-19 10:01:43.663";"2025-06-19";"10:01:43";"F";"215";"83";"103";"625";"0.194";"50.9";"50";"0.377";"0.551";"64";"182";"0.648"
"2025-06-19 10:02:13.652";"2025-06-19";"10:02:13";"F";"216";"81";"95";"820";"0.147";"50.6";"48";"0.298";"0.602";"64";"182";"0.648"
"2025-06-19 10:02:43.634";"2025-06-19";"10:02:43";"F";"217";"82";"92";"1150";"0.109";"52.6";"48";"0.227";"0.627";"64";"182";"0.648"
"2025-06-19 10:02:47.025";"2025-06-19";"10:02:47";"SLCE";"";"Light Curve end ";""
"2025-06-19 10:04:28.767";"2025-06-19";"10:04:28";"SLCS";"";"Light Curve start ";"485"
"2025-06-19 10:04:28.767";"2025-06-19";"10:04:28";"REG1";"";"#1: alpha: 0.253, ETRm: 81.945, Ik: 323.966   ( beta: 3.436, ETRmPot: 3136.875 )   (Platt et al. 1980) ";""
"2025-06-19 10:04:28.767";"2025-06-19";"10:04:28";"REG2";"";"#1: alpha: 0.222, ETRm: 81.597, Ik: 366.844   (Jassby and Platt 1976) ";""
"2025-06-19 10:04:30.167";"2025-06-19";"10:04:30";"FO";"218";"57";"181";"0";"0.685";"0.0";"-";"-";"-";"57";"181";"0.685"
"2025-06-19 10:05:00.157";"2025-06-19";"10:05:00";"F";"219";"75";"147";"90";"0.490";"18.5";"53";"0.766";"0.242";"57";"181";"0.685"
"2025-06-19 10:05:30.151";"2025-06-19";"10:05:30";"F";"220";"72";"149";"125";"0.517";"27.1";"53";"0.802";"0.226";"57";"181";"0.685"
"2025-06-19 10:06:00.133";"2025-06-19";"10:06:00";"F";"221";"72";"140";"190";"0.486";"38.8";"52";"0.773";"0.290";"57";"181";"0.685"
"2025-06-19 10:06:30.124";"2025-06-19";"10:06:30";"F";"222";"72";"129";"285";"0.442";"52.9";"51";"0.731";"0.371";"57";"181";"0.685"
"2025-06-19 10:07:00.111";"2025-06-19";"10:07:00";"F";"223";"72";"116";"420";"0.379";"66.9";"48";"0.647";"0.452";"57";"181";"0.685"
"2025-06-19 10:07:30.105";"2025-06-19";"10:07:30";"F";"224";"72";"101";"625";"0.287";"75.3";"46";"0.527";"0.556";"57";"181";"0.685"
"2025-06-19 10:08:00.089";"2025-06-19";"10:08:00";"F";"225";"71";"94";"820";"0.245";"84.4";"44";"0.460";"0.597";"57";"181";"0.685"
"2025-06-19 10:08:30.083";"2025-06-19";"10:08:30";"F";"226";"73";"87";"1150";"0.161";"77.8";"43";"0.318";"0.645";"57";"181";"0.685"
"2025-06-19 10:08:33.411";"2025-06-19";"10:08:33";"SLCE";"";"Light Curve end ";""
"2025-06-19 10:09:13.223";"2025-06-19";"10:09:13";"SLCS";"";"Light Curve start ";"486"
"2025-06-19 10:09:13.223";"2025-06-19";"10:09:13";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 48.470 )   (Platt et al. 1980) ";""
"2025-06-19 10:09:13.223";"2025-06-19";"10:09:13";"REG2";"";"#1: alpha: 0.174, ETRm: 49.568, Ik: 285.033   (Jassby and Platt 1976) ";""
"2025-06-19 10:09:14.613";"2025-06-19";"10:09:14";"FO";"227";"85";"192";"0";"0.557";"0.0";"-";"-";"-";"85";"192";"0.557"
"2025-06-19 10:09:44.632";"2025-06-19";"10:09:44";"F";"228";"102";"166";"90";"0.386";"14.6";"79";"0.736";"0.187";"85";"192";"0.557"
"2025-06-19 10:10:14.618";"2025-06-19";"10:10:14";"F";"229";"100";"168";"125";"0.405";"21.3";"80";"0.773";"0.178";"85";"192";"0.557"
"2025-06-19 10:10:44.601";"2025-06-19";"10:10:44";"F";"230";"101";"157";"190";"0.357";"28.5";"77";"0.700";"0.252";"85";"192";"0.557"
"2025-06-19 10:11:14.590";"2025-06-19";"10:11:14";"F";"231";"102";"149";"285";"0.315";"37.7";"75";"0.635";"0.308";"85";"192";"0.557"
"2025-06-19 10:11:44.585";"2025-06-19";"10:11:44";"F";"232";"102";"138";"420";"0.261";"46.0";"72";"0.545";"0.383";"85";"192";"0.557"
"2025-06-19 10:12:14.575";"2025-06-19";"10:12:14";"F";"233";"105";"127";"625";"0.173";"45.4";"69";"0.379";"0.458";"85";"192";"0.557"
"2025-06-19 10:12:44.553";"2025-06-19";"10:12:44";"F";"234";"105";"122";"820";"0.139";"47.9";"68";"0.315";"0.495";"85";"192";"0.557"
"2025-06-19 10:13:14.546";"2025-06-19";"10:13:14";"F";"235";"106";"119";"1150";"0.109";"52.6";"67";"0.250";"0.514";"85";"192";"0.557"
"2025-06-19 10:13:17.958";"2025-06-19";"10:13:17";"SLCE";"";"Light Curve end ";""
"2025-06-19 10:14:04.574";"2025-06-19";"10:14:04";"SLCS";"";"Light Curve start ";"487"
"2025-06-19 10:14:04.574";"2025-06-19";"10:14:04";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 30.417 )   (Platt et al. 1980) ";""
"2025-06-19 10:14:04.574";"2025-06-19";"10:14:04";"REG2";"";"#1: alpha: 0.104, ETRm: 42.800, Ik: 413.303   (Jassby and Platt 1976) ";""
"2025-06-19 10:14:05.966";"2025-06-19";"10:14:05";"FO";"236";"98";"170";"0";"0.424";"0.0";"-";"-";"-";"98";"170";"0.424"
"2025-06-19 10:14:35.955";"2025-06-19";"10:14:35";"F";"237";"101";"145";"90";"0.303";"11.5";"89";"0.786";"0.222";"98";"170";"0.424"
"2025-06-19 10:15:05.939";"2025-06-19";"10:15:05";"F";"238";"100";"137";"125";"0.270";"14.2";"86";"0.725";"0.292";"98";"170";"0.424"
"2025-06-19 10:15:35.928";"2025-06-19";"10:15:35";"F";"239";"99";"132";"190";"0.250";"20.0";"84";"0.688";"0.333";"98";"170";"0.424"
"2025-06-19 10:16:05.915";"2025-06-19";"10:16:05";"F";"240";"103";"129";"285";"0.202";"24.2";"83";"0.565";"0.361";"98";"170";"0.424"
"2025-06-19 10:16:35.903";"2025-06-19";"10:16:35";"F";"241";"103";"126";"420";"0.183";"32.3";"82";"0.523";"0.389";"98";"170";"0.424"
"2025-06-19 10:17:05.897";"2025-06-19";"10:17:05";"F";"242";"103";"120";"625";"0.142";"37.3";"79";"0.415";"0.431";"98";"170";"0.424"
